year,country,region,happiness_rank,happiness_score,standard_error_of_happiness_score,lower_confidence_interval,upper_confidence_interval,dystopia_residual,explained_by_freedom_to_make_life_choices,explained_by_gdp_per_capita,explained_by_generosity,explained_by_healthy_life_expectancy,explained_by_perceptions_of_corruption,explained_by_social_support,freedom_to_make_life_choices,generosity,healthy_life_expectancy,perceptions_of_corruption,social_support,logged_gdp_per_capita,ladder_score_in_dystopia
2018,Yemen,Middle East and North Africa,152,3.355,NA,NA,NA,NA,0.244,0.442,0.083,0.343,0.064,1.073,NA,NA,NA,NA,NA,NA,NA
2018,Tanzania,Sub-Saharan Africa,153,3.303,NA,NA,NA,NA,0.481,0.455,0.27,0.381,0.097,0.991,NA,NA,NA,NA,NA,NA,NA
2018,South Sudan,Sub-Saharan Africa,154,3.254,NA,NA,NA,NA,0.112,0.337,0.224,0.177,0.10600000000000001,0.608,NA,NA,NA,NA,NA,NA,NA
2018,Central African Republic,Sub-Saharan Africa,155,3.083,NA,NA,NA,NA,0.305,0.024,0.218,0.01,0.038,0,NA,NA,NA,NA,NA,NA,NA
2018,Burundi,Sub-Saharan Africa,156,2.905,NA,NA,NA,NA,0.065,0.091,0.149,0.145,0.07600000000000001,0.627,NA,NA,NA,NA,NA,NA,NA
2019,Finland,West Europe,1,7.769,NA,NA,NA,NA,0.596,1.34,0.153,0.986,0.393,1.587,NA,NA,NA,NA,NA,NA,NA
2019,Denmark,West Europe,2,7.6,NA,NA,NA,NA,0.592,1.383,0.252,0.996,0.41,1.573,NA,NA,NA,NA,NA,NA,NA
2019,Norway,West Europe,3,7.554,NA,NA,NA,NA,0.603,1.488,0.271,1.028,0.341,1.582,NA,NA,NA,NA,NA,NA,NA
2019,Iceland,West Europe,4,7.494,NA,NA,NA,NA,0.591,1.38,0.354,1.026,0.118,1.624,NA,NA,NA,NA,NA,NA,NA
2019,Netherlands,West Europe,5,7.488,NA,NA,NA,NA,0.557,1.396,0.322,0.999,0.298,1.522,NA,NA,NA,NA,NA,NA,NA
2019,Switzerland,West Europe,6,7.48,NA,NA,NA,NA,0.572,1.452,0.263,1.052,0.343,1.526,NA,NA,NA,NA,NA,NA,NA
2019,Sweden,West Europe,7,7.343,NA,NA,NA,NA,0.574,1.387,0.267,1.009,0.373,1.487,NA,NA,NA,NA,NA,NA,NA
2019,New Zealand,Australia and New Zealand,8,7.307,NA,NA,NA,NA,0.585,1.303,0.33,1.026,0.38,1.557,NA,NA,NA,NA,NA,NA,NA
2019,Canada,North America,9,7.278,NA,NA,NA,NA,0.584,1.365,0.285,1.039,0.308,1.505,NA,NA,NA,NA,NA,NA,NA
2019,Austria,West Europe,10,7.246,NA,NA,NA,NA,0.532,1.376,0.244,1.016,0.226,1.475,NA,NA,NA,NA,NA,NA,NA
2019,Australia,Australia and New Zealand,11,7.228,NA,NA,NA,NA,0.557,1.372,0.332,1.036,0.29,1.548,NA,NA,NA,NA,NA,NA,NA
2019,Costa Rica,Latin America and Caribbean,12,7.167,NA,NA,NA,NA,0.558,1.034,0.144,0.963,0.093,1.441,NA,NA,NA,NA,NA,NA,NA
2019,Israel,Middle East and North Africa,13,7.139,NA,NA,NA,NA,0.371,1.276,0.261,1.029,0.082,1.455,NA,NA,NA,NA,NA,NA,NA
2019,Luxembourg,West Europe,14,7.09,NA,NA,NA,NA,0.526,1.609,0.194,1.012,0.316,1.479,NA,NA,NA,NA,NA,NA,NA
2019,United Kingdom,West Europe,15,7.054,NA,NA,NA,NA,0.45,1.333,0.348,0.996,0.278,1.538,NA,NA,NA,NA,NA,NA,NA
2019,Ireland,West Europe,16,7.021,NA,NA,NA,NA,0.516,1.499,0.298,0.999,0.31,1.553,NA,NA,NA,NA,NA,NA,NA
2019,Germany,West Europe,17,6.985,NA,NA,NA,NA,0.495,1.373,0.261,0.987,0.265,1.454,NA,NA,NA,NA,NA,NA,NA
2019,Belgium,West Europe,18,6.923,NA,NA,NA,NA,0.473,1.356,0.16,0.986,0.21,1.504,NA,NA,NA,NA,NA,NA,NA
2019,United States,North America,19,6.892,NA,NA,NA,NA,0.454,1.433,0.28,0.874,0.128,1.457,NA,NA,NA,NA,NA,NA,NA
2019,Czech Republic,Central and East Europe,20,6.852,NA,NA,NA,NA,0.457,1.269,0.046,0.92,0.036,1.487,NA,NA,NA,NA,NA,NA,NA
2019,United Arab Emirates,Middle East and North Africa,21,6.825,NA,NA,NA,NA,0.598,1.503,0.262,0.825,0.182,1.31,NA,NA,NA,NA,NA,NA,NA
2019,Malta,West Europe,22,6.726,NA,NA,NA,NA,0.564,1.3,0.375,0.999,0.151,1.52,NA,NA,NA,NA,NA,NA,NA
2019,Mexico,Latin America and Caribbean,23,6.595,NA,NA,NA,NA,0.433,1.07,0.074,0.861,0.073,1.323,NA,NA,NA,NA,NA,NA,NA
2019,France,West Europe,24,6.592,NA,NA,NA,NA,0.436,1.324,0.111,1.045,0.183,1.472,NA,NA,NA,NA,NA,NA,NA
2019,Taiwan,East Asia,25,6.446,NA,NA,NA,NA,0.351,1.368,0.242,0.914,0.097,1.43,NA,NA,NA,NA,NA,NA,NA
2019,Chile,Latin America and Caribbean,26,6.444,NA,NA,NA,NA,0.357,1.159,0.187,0.92,0.056,1.369,NA,NA,NA,NA,NA,NA,NA
2019,Guatemala,Latin America and Caribbean,27,6.436,NA,NA,NA,NA,0.535,0.8,0.175,0.746,0.078,1.269,NA,NA,NA,NA,NA,NA,NA
2019,Saudi Arabia,Middle East and North Africa,28,6.375,NA,NA,NA,NA,0.439,1.403,0.08,0.795,0.132,1.357,NA,NA,NA,NA,NA,NA,NA
2019,Qatar,Middle East and North Africa,29,6.374,NA,NA,NA,NA,0.555,1.684,0.22,0.871,0.167,1.313,NA,NA,NA,NA,NA,NA,NA
2019,Spain,West Europe,30,6.354,NA,NA,NA,NA,0.362,1.286,0.153,1.062,0.079,1.484,NA,NA,NA,NA,NA,NA,NA
2019,Panama,Latin America and Caribbean,31,6.321,NA,NA,NA,NA,0.516,1.149,0.109,0.91,0.054,1.442,NA,NA,NA,NA,NA,NA,NA
2019,Brazil,Latin America and Caribbean,32,6.3,NA,NA,NA,NA,0.39,1.004,0.099,0.802,0.086,1.439,NA,NA,NA,NA,NA,NA,NA
2019,Uruguay,Latin America and Caribbean,33,6.293,NA,NA,NA,NA,0.523,1.124,0.127,0.891,0.15,1.465,NA,NA,NA,NA,NA,NA,NA
2019,Singapore,Southeast Asia,34,6.262,NA,NA,NA,NA,0.556,1.572,0.271,1.141,0.453,1.463,NA,NA,NA,NA,NA,NA,NA
2019,El Salvador,Latin America and Caribbean,35,6.253,NA,NA,NA,NA,0.43,0.794,0.093,0.789,0.074,1.242,NA,NA,NA,NA,NA,NA,NA
2019,Italy,West Europe,36,6.223,NA,NA,NA,NA,0.231,1.294,0.158,1.039,0.03,1.488,NA,NA,NA,NA,NA,NA,NA
2019,Bahrain,Middle East and North Africa,37,6.199,NA,NA,NA,NA,0.536,1.362,0.255,0.871,0.11,1.368,NA,NA,NA,NA,NA,NA,NA
2019,Slovakia,Central and East Europe,38,6.198,NA,NA,NA,NA,0.334,1.246,0.121,0.881,0.014,1.504,NA,NA,NA,NA,NA,NA,NA
2019,Trinidad and Tobago,Latin America and Caribbean,39,6.192,NA,NA,NA,NA,0.489,1.231,0.185,0.713,0.016,1.477,NA,NA,NA,NA,NA,NA,NA
2019,Poland,Central and East Europe,40,6.182,NA,NA,NA,NA,0.483,1.206,0.117,0.884,0.05,1.438,NA,NA,NA,NA,NA,NA,NA
2019,Uzbekistan,Central and East Europe,41,6.174,NA,NA,NA,NA,0.631,0.745,0.322,0.756,0.24,1.529,NA,NA,NA,NA,NA,NA,NA
2019,Lithuania,Central and East Europe,42,6.149,NA,NA,NA,NA,0.291,1.238,0.043,0.818,0.042,1.515,NA,NA,NA,NA,NA,NA,NA
2019,Colombia,Latin America and Caribbean,43,6.125,NA,NA,NA,NA,0.47,0.985,0.099,0.841,0.034,1.41,NA,NA,NA,NA,NA,NA,NA
2019,Slovenia,Central and East Europe,44,6.118,NA,NA,NA,NA,0.564,1.258,0.144,0.953,0.057,1.523,NA,NA,NA,NA,NA,NA,NA
2019,Nicaragua,Latin America and Caribbean,45,6.105,NA,NA,NA,NA,0.435,0.694,0.2,0.835,0.127,1.325,NA,NA,NA,NA,NA,NA,NA
2019,Kosovo,Central and East Europe,46,6.1,NA,NA,NA,NA,0.489,0.882,0.262,0.758,0.006,1.232,NA,NA,NA,NA,NA,NA,NA
2019,Argentina,Latin America and Caribbean,47,6.086,NA,NA,NA,NA,0.471,1.092,0.066,0.881,0.05,1.432,NA,NA,NA,NA,NA,NA,NA
2019,Romania,Central and East Europe,48,6.07,NA,NA,NA,NA,0.462,1.162,0.083,0.825,0.005,1.232,NA,NA,NA,NA,NA,NA,NA
2019,Cyprus,West Europe,49,6.046,NA,NA,NA,NA,0.406,1.263,0.19,1.042,0.041,1.223,NA,NA,NA,NA,NA,NA,NA
2019,Ecuador,Latin America and Caribbean,50,6.028,NA,NA,NA,NA,0.498,0.912,0.126,0.868,0.087,1.312,NA,NA,NA,NA,NA,NA,NA
2019,Kuwait,Middle East and North Africa,51,6.021,NA,NA,NA,NA,0.493,1.5,0.142,0.808,0.097,1.319,NA,NA,NA,NA,NA,NA,NA
2019,Thailand,Southeast Asia,52,6.008,NA,NA,NA,NA,0.557,1.05,0.359,0.828,0.028,1.409,NA,NA,NA,NA,NA,NA,NA
2019,Latvia,Central and East Europe,53,5.94,NA,NA,NA,NA,0.264,1.187,0.075,0.812,0.064,1.465,NA,NA,NA,NA,NA,NA,NA
2019,South Korea,East Asia,54,5.895,NA,NA,NA,NA,0.159,1.301,0.175,1.036,0.056,1.219,NA,NA,NA,NA,NA,NA,NA
2019,Estonia,Central and East Europe,55,5.893,NA,NA,NA,NA,0.495,1.237,0.103,0.874,0.161,1.528,NA,NA,NA,NA,NA,NA,NA
2019,Jamaica,Latin America and Caribbean,56,5.89,NA,NA,NA,NA,0.49,0.831,0.107,0.831,0.028,1.478,NA,NA,NA,NA,NA,NA,NA
2019,Mauritius,Sub-Saharan Africa,57,5.888,NA,NA,NA,NA,0.498,1.12,0.215,0.798,0.06,1.402,NA,NA,NA,NA,NA,NA,NA
2019,Japan,East Asia,58,5.886,NA,NA,NA,NA,0.445,1.327,0.069,1.088,0.14,1.419,NA,NA,NA,NA,NA,NA,NA
2019,Honduras,Latin America and Caribbean,59,5.86,NA,NA,NA,NA,0.507,0.642,0.246,0.828,0.078,1.236,NA,NA,NA,NA,NA,NA,NA
2019,Kazakhstan,Central and East Europe,60,5.809,NA,NA,NA,NA,0.41,1.173,0.146,0.729,0.096,1.508,NA,NA,NA,NA,NA,NA,NA
2019,Bolivia,Latin America and Caribbean,61,5.779,NA,NA,NA,NA,0.511,0.776,0.137,0.706,0.064,1.209,NA,NA,NA,NA,NA,NA,NA
2019,Hungary,Central and East Europe,62,5.758,NA,NA,NA,NA,0.199,1.201,0.081,0.828,0.02,1.41,NA,NA,NA,NA,NA,NA,NA
2019,Paraguay,Latin America and Caribbean,63,5.743,NA,NA,NA,NA,0.514,0.855,0.184,0.777,0.08,1.475,NA,NA,NA,NA,NA,NA,NA
2019,North Cyprus,West Europe,64,5.718,NA,NA,NA,NA,0.417,1.263,0.191,1.042,0.162,1.252,NA,NA,NA,NA,NA,NA,NA
2019,Peru,Latin America and Caribbean,65,5.697,NA,NA,NA,NA,0.455,0.96,0.083,0.854,0.027,1.274,NA,NA,NA,NA,NA,NA,NA
2019,Portugal,West Europe,66,5.693,NA,NA,NA,NA,0.508,1.221,0.047,0.999,0.025,1.431,NA,NA,NA,NA,NA,NA,NA
2019,Pakistan,South Asia,67,5.653,NA,NA,NA,NA,0.313,0.677,0.22,0.535,0.098,0.886,NA,NA,NA,NA,NA,NA,NA
2019,Russia,Central and East Europe,68,5.648,NA,NA,NA,NA,0.334,1.183,0.082,0.726,0.031,1.452,NA,NA,NA,NA,NA,NA,NA
2019,Philippines,Southeast Asia,69,5.631,NA,NA,NA,NA,0.558,0.807,0.117,0.657,0.107,1.293,NA,NA,NA,NA,NA,NA,NA
2019,Serbia,Central and East Europe,70,5.603,NA,NA,NA,NA,0.282,1.004,0.137,0.854,0.039,1.383,NA,NA,NA,NA,NA,NA,NA
2019,Moldova,Central and East Europe,71,5.529,NA,NA,NA,NA,0.245,0.685,0.181,0.739,0,1.328,NA,NA,NA,NA,NA,NA,NA
2019,Libya,Middle East and North Africa,72,5.525,NA,NA,NA,NA,0.416,1.044,0.133,0.673,0.152,1.303,NA,NA,NA,NA,NA,NA,NA
2019,Montenegro,Central and East Europe,73,5.523,NA,NA,NA,NA,0.197,1.051,0.142,0.871,0.08,1.361,NA,NA,NA,NA,NA,NA,NA
2019,Tajikistan,Central and East Europe,74,5.467,NA,NA,NA,NA,0.389,0.493,0.23,0.718,0.144,1.098,NA,NA,NA,NA,NA,NA,NA
2019,Croatia,Central and East Europe,75,5.432,NA,NA,NA,NA,0.296,1.155,0.119,0.914,0.022,1.266,NA,NA,NA,NA,NA,NA,NA
2019,Hong Kong,East Asia,76,5.43,NA,NA,NA,NA,0.44,1.438,0.258,1.122,0.287,1.277,NA,NA,NA,NA,NA,NA,NA
2019,Dominican Republic,Latin America and Caribbean,77,5.425,NA,NA,NA,NA,0.497,1.015,0.113,0.779,0.101,1.401,NA,NA,NA,NA,NA,NA,NA
2019,Bosnia and Herzegovina,Central and East Europe,78,5.386,NA,NA,NA,NA,0.212,0.945,0.263,0.845,0.006,1.212,NA,NA,NA,NA,NA,NA,NA
2019,Turkey,Middle East and North Africa,79,5.373,NA,NA,NA,NA,0.195,1.183,0.083,0.808,0.106,1.36,NA,NA,NA,NA,NA,NA,NA
2019,Malaysia,Southeast Asia,80,5.339,NA,NA,NA,NA,0.508,1.221,0.26,0.828,0.024,1.171,NA,NA,NA,NA,NA,NA,NA
2019,Belarus,Central and East Europe,81,5.323,NA,NA,NA,NA,0.235,1.067,0.094,0.789,0.142,1.465,NA,NA,NA,NA,NA,NA,NA
2019,Greece,West Europe,82,5.287,NA,NA,NA,NA,0.067,1.181,0,0.999,0.034,1.156,NA,NA,NA,NA,NA,NA,NA
2019,Mongolia,East Asia,83,5.285,NA,NA,NA,NA,0.317,0.948,0.235,0.667,0.038,1.531,NA,NA,NA,NA,NA,NA,NA
2019,North Macedonia,Central and East Europe,84,5.274,NA,NA,NA,NA,0.345,0.983,0.185,0.838,0.034,1.294,NA,NA,NA,NA,NA,NA,NA
2019,Nigeria,Sub-Saharan Africa,85,5.265,NA,NA,NA,NA,0.426,0.696,0.215,0.245,0.041,1.111,NA,NA,NA,NA,NA,NA,NA
2019,Kyrgyzstan,Central and East Europe,86,5.261,NA,NA,NA,NA,0.508,0.551,0.3,0.723,0.023,1.438,NA,NA,NA,NA,NA,NA,NA
2019,Turkmenistan,Central and East Europe,87,5.247,NA,NA,NA,NA,0.394,1.052,0.244,0.657,0.028,1.538,NA,NA,NA,NA,NA,NA,NA
2019,Algeria,Middle East and North Africa,88,5.211,NA,NA,NA,NA,0.086,1.002,0.073,0.785,0.114,1.16,NA,NA,NA,NA,NA,NA,NA
2019,Morocco,Middle East and North Africa,89,5.208,NA,NA,NA,NA,0.418,0.801,0.036,0.782,0.076,0.782,NA,NA,NA,NA,NA,NA,NA
2019,Azerbaijan,Central and East Europe,90,5.208,NA,NA,NA,NA,0.351,1.043,0.035,0.769,0.182,1.147,NA,NA,NA,NA,NA,NA,NA
2019,Lebanon,Middle East and North Africa,91,5.197,NA,NA,NA,NA,0.216,0.987,0.166,0.815,0.027,1.224,NA,NA,NA,NA,NA,NA,NA
2019,Indonesia,Southeast Asia,92,5.192,NA,NA,NA,NA,0.491,0.931,0.498,0.66,0.028,1.203,NA,NA,NA,NA,NA,NA,NA
2019,China,East Asia,93,5.191,NA,NA,NA,NA,0.521,1.029,0.058,0.893,0.1,1.125,NA,NA,NA,NA,NA,NA,NA
2019,Vietnam,Southeast Asia,94,5.175,NA,NA,NA,NA,0.543,0.741,0.147,0.851,0.073,1.346,NA,NA,NA,NA,NA,NA,NA
2019,Bhutan,South Asia,95,5.082,NA,NA,NA,NA,0.457,0.813,0.37,0.604,0.167,1.321,NA,NA,NA,NA,NA,NA,NA
2019,Cameroon,Sub-Saharan Africa,96,5.044,NA,NA,NA,NA,0.381,0.549,0.187,0.331,0.037,0.91,NA,NA,NA,NA,NA,NA,NA
2019,Bulgaria,Central and East Europe,97,5.011,NA,NA,NA,NA,0.311,1.092,0.081,0.815,0.004,1.513,NA,NA,NA,NA,NA,NA,NA
2019,Ghana,Sub-Saharan Africa,98,4.996,NA,NA,NA,NA,0.381,0.611,0.245,0.486,0.04,0.868,NA,NA,NA,NA,NA,NA,NA
2019,Ivory Coast,Sub-Saharan Africa,99,4.944,NA,NA,NA,NA,0.352,0.569,0.154,0.232,0.09,0.808,NA,NA,NA,NA,NA,NA,NA
2019,Nepal,South Asia,100,4.913,NA,NA,NA,NA,0.439,0.446,0.285,0.677,0.089,1.226,NA,NA,NA,NA,NA,NA,NA
2019,Jordan,Middle East and North Africa,101,4.906,NA,NA,NA,NA,0.383,0.837,0.11,0.815,0.13,1.225,NA,NA,NA,NA,NA,NA,NA
2019,Benin,Sub-Saharan Africa,102,4.883,NA,NA,NA,NA,0.349,0.393,0.175,0.397,0.082,0.437,NA,NA,NA,NA,NA,NA,NA
2019,Congo,Sub-Saharan Africa,103,4.812,NA,NA,NA,NA,0.372,0.673,0.105,0.508,0.093,0.799,NA,NA,NA,NA,NA,NA,NA
2019,Gabon,Sub-Saharan Africa,104,4.799,NA,NA,NA,NA,0.295,1.057,0.043,0.571,0.055,1.183,NA,NA,NA,NA,NA,NA,NA
2019,Laos,Southeast Asia,105,4.796,NA,NA,NA,NA,0.547,0.764,0.266,0.551,0.164,1.03,NA,NA,NA,NA,NA,NA,NA
2019,South Africa,Sub-Saharan Africa,106,4.722,NA,NA,NA,NA,0.389,0.96,0.13,0.469,0.055,1.351,NA,NA,NA,NA,NA,NA,NA
2019,Albania,Central and East Europe,107,4.719,NA,NA,NA,NA,0.383,0.947,0.178,0.874,0.027,0.848,NA,NA,NA,NA,NA,NA,NA
2019,Venezuela,Latin America and Caribbean,108,4.707,NA,NA,NA,NA,0.154,0.96,0.064,0.805,0.047,1.427,NA,NA,NA,NA,NA,NA,NA
2019,Cambodia,Southeast Asia,109,4.7,NA,NA,NA,NA,0.609,0.574,0.232,0.637,0.062,1.122,NA,NA,NA,NA,NA,NA,NA
2019,Palestinian Territories,Middle East and North Africa,110,4.696,NA,NA,NA,NA,0.225,0.657,0.103,0.672,0.066,1.247,NA,NA,NA,NA,NA,NA,NA
2019,Senegal,Sub-Saharan Africa,111,4.681,NA,NA,NA,NA,0.292,0.45,0.153,0.571,0.072,1.134,NA,NA,NA,NA,NA,NA,NA
2019,Somalia,Sub-Saharan Africa,112,4.668,NA,NA,NA,NA,0.559,0,0.243,0.268,0.27,0.698,NA,NA,NA,NA,NA,NA,NA
2019,Namibia,Sub-Saharan Africa,113,4.639,NA,NA,NA,NA,0.401,0.879,0.07,0.477,0.056,1.313,NA,NA,NA,NA,NA,NA,NA
2019,Niger,Sub-Saharan Africa,114,4.628,NA,NA,NA,NA,0.318,0.138,0.188,0.366,0.102,0.774,NA,NA,NA,NA,NA,NA,NA
2019,Burkina Faso,Sub-Saharan Africa,115,4.587,NA,NA,NA,NA,0.255,0.331,0.177,0.38,0.113,1.056,NA,NA,NA,NA,NA,NA,NA
2019,Armenia,Central and East Europe,116,4.559,NA,NA,NA,NA,0.283,0.85,0.095,0.815,0.064,1.055,NA,NA,NA,NA,NA,NA,NA
2019,Iran,Middle East and North Africa,117,4.548,NA,NA,NA,NA,0.305,1.1,0.27,0.785,0.125,0.842,NA,NA,NA,NA,NA,NA,NA
2019,Guinea,Sub-Saharan Africa,118,4.534,NA,NA,NA,NA,0.332,0.38,0.207,0.375,0.086,0.829,NA,NA,NA,NA,NA,NA,NA
2019,Georgia,Central and East Europe,119,4.519,NA,NA,NA,NA,0.346,0.886,0.043,0.752,0.164,0.666,NA,NA,NA,NA,NA,NA,NA
2019,Gambia,Sub-Saharan Africa,120,4.516,NA,NA,NA,NA,0.382,0.308,0.269,0.428,0.167,0.939,NA,NA,NA,NA,NA,NA,NA
2019,Kenya,Sub-Saharan Africa,121,4.509,NA,NA,NA,NA,0.431,0.512,0.372,0.581,0.053,0.983,NA,NA,NA,NA,NA,NA,NA
2019,Mauritania,Sub-Saharan Africa,122,4.49,NA,NA,NA,NA,0.066,0.57,0.106,0.489,0.088,1.167,NA,NA,NA,NA,NA,NA,NA
2019,Mozambique,Sub-Saharan Africa,123,4.466,NA,NA,NA,NA,0.494,0.204,0.197,0.39,0.138,0.986,NA,NA,NA,NA,NA,NA,NA
2019,Tunisia,Middle East and North Africa,124,4.461,NA,NA,NA,NA,0.167,0.921,0.059,0.815,0.055,1,NA,NA,NA,NA,NA,NA,NA
2019,Bangladesh,South Asia,125,4.456,NA,NA,NA,NA,0.527,0.562,0.166,0.723,0.143,0.928,NA,NA,NA,NA,NA,NA,NA
2019,Iraq,Middle East and North Africa,126,4.437,NA,NA,NA,NA,0.241,1.043,0.148,0.574,0.089,0.98,NA,NA,NA,NA,NA,NA,NA
2019,Congo,Sub-Saharan Africa,127,4.418,NA,NA,NA,NA,0.269,0.094,0.212,0.357,0.053,1.125,NA,NA,NA,NA,NA,NA,NA
2019,Mali,Sub-Saharan Africa,128,4.39,NA,NA,NA,NA,0.327,0.385,0.153,0.308,0.052,1.105,NA,NA,NA,NA,NA,NA,NA
2019,Sierra Leone,Sub-Saharan Africa,129,4.374,NA,NA,NA,NA,0.309,0.268,0.252,0.242,0.045,0.841,NA,NA,NA,NA,NA,NA,NA
2019,Sri Lanka,South Asia,130,4.366,NA,NA,NA,NA,0.47,0.949,0.244,0.831,0.047,1.265,NA,NA,NA,NA,NA,NA,NA
2019,Myanmar,Southeast Asia,131,4.36,NA,NA,NA,NA,0.525,0.71,0.566,0.555,0.172,1.181,NA,NA,NA,NA,NA,NA,NA
2019,Chad,Sub-Saharan Africa,132,4.35,NA,NA,NA,NA,0.174,0.35,0.198,0.192,0.078,0.766,NA,NA,NA,NA,NA,NA,NA
2019,Ukraine,Central and East Europe,133,4.332,NA,NA,NA,NA,0.178,0.82,0.187,0.739,0.01,1.39,NA,NA,NA,NA,NA,NA,NA
2019,Ethiopia,Sub-Saharan Africa,134,4.286,NA,NA,NA,NA,0.344,0.336,0.209,0.532,0.1,1.033,NA,NA,NA,NA,NA,NA,NA
2019,"Eswatini, Kingdom of",Sub-Saharan Africa,135,4.212,NA,NA,NA,NA,0.313,0.811,0.074,0,0.135,1.149,NA,NA,NA,NA,NA,NA,NA
2019,Uganda,Sub-Saharan Africa,136,4.189,NA,NA,NA,NA,0.356,0.332,0.252,0.443,0.06,1.069,NA,NA,NA,NA,NA,NA,NA
2019,Egypt,Middle East and North Africa,137,4.166,NA,NA,NA,NA,0.241,0.913,0.076,0.644,0.067,1.039,NA,NA,NA,NA,NA,NA,NA
2019,Zambia,Sub-Saharan Africa,138,4.107,NA,NA,NA,NA,0.431,0.578,0.247,0.426,0.087,1.058,NA,NA,NA,NA,NA,NA,NA
2019,Togo,Sub-Saharan Africa,139,4.085,NA,NA,NA,NA,0.293,0.275,0.177,0.41,0.085,0.572,NA,NA,NA,NA,NA,NA,NA
2019,India,South Asia,140,4.015,NA,NA,NA,NA,0.498,0.755,0.2,0.588,0.085,0.765,NA,NA,NA,NA,NA,NA,NA
2019,Liberia,Sub-Saharan Africa,141,3.975,NA,NA,NA,NA,0.37,0.073,0.233,0.443,0.033,0.922,NA,NA,NA,NA,NA,NA,NA
2019,Comoros,Sub-Saharan Africa,142,3.973,NA,NA,NA,NA,0.142,0.274,0.275,0.505,0.078,0.757,NA,NA,NA,NA,NA,NA,NA
2019,Madagascar,Sub-Saharan Africa,143,3.933,NA,NA,NA,NA,0.148,0.274,0.169,0.555,0.041,0.916,NA,NA,NA,NA,NA,NA,NA
2019,Lesotho,Sub-Saharan Africa,144,3.802,NA,NA,NA,NA,0.359,0.489,0.107,0.168,0.093,1.169,NA,NA,NA,NA,NA,NA,NA
2019,Burundi,Sub-Saharan Africa,145,3.775,NA,NA,NA,NA,0.22,0.046,0.176,0.38,0.18,0.447,NA,NA,NA,NA,NA,NA,NA
2019,Zimbabwe,Sub-Saharan Africa,146,3.663,NA,NA,NA,NA,0.361,0.366,0.151,0.433,0.089,1.114,NA,NA,NA,NA,NA,NA,NA
2019,Haiti,Latin America and Caribbean,147,3.597,NA,NA,NA,NA,0.026,0.323,0.419,0.449,0.11,0.688,NA,NA,NA,NA,NA,NA,NA
2019,Botswana,Sub-Saharan Africa,148,3.488,NA,NA,NA,NA,0.455,1.041,0.025,0.538,0.1,1.145,NA,NA,NA,NA,NA,NA,NA
2019,Syria,Middle East and North Africa,149,3.462,NA,NA,NA,NA,0.013,0.619,0.331,0.44,0.141,0.378,NA,NA,NA,NA,NA,NA,NA
2019,Malawi,Sub-Saharan Africa,150,3.41,NA,NA,NA,NA,0.443,0.191,0.218,0.495,0.089,0.56,NA,NA,NA,NA,NA,NA,NA
2019,Yemen,Middle East and North Africa,151,3.38,NA,NA,NA,NA,0.143,0.287,0.108,0.463,0.077,1.163,NA,NA,NA,NA,NA,NA,NA
2019,Rwanda,Sub-Saharan Africa,152,3.334,NA,NA,NA,NA,0.555,0.359,0.217,0.614,0.411,0.711,NA,NA,NA,NA,NA,NA,NA
2019,Tanzania,Sub-Saharan Africa,153,3.231,NA,NA,NA,NA,0.417,0.476,0.276,0.499,0.147,0.885,NA,NA,NA,NA,NA,NA,NA
2019,Afghanistan,South Asia,154,3.203,NA,NA,NA,NA,0,0.35,0.158,0.361,0.025,0.517,NA,NA,NA,NA,NA,NA,NA
2019,Central African Republic,Sub-Saharan Africa,155,3.083,NA,NA,NA,NA,0.225,0.026,0.235,0.105,0.035,0,NA,NA,NA,NA,NA,NA,NA
2019,South Sudan,Sub-Saharan Africa,156,2.853,NA,NA,NA,NA,0.01,0.306,0.202,0.295,0.091,0.575,NA,NA,NA,NA,NA,NA,NA
2020,Finland,West Europe,1,7.808700085,0.031156305,7.7476339340000004,7.869766235,2.762835026,0.66231674,1.285189509,0.159670442,0.961271405,0.477857262,1.499525905,0.949172199,-0.059482019,71.9008255,0.195444584,0.954329729,10.63926697,1.972316742
2020,Denmark,West Europe,2,7.645599842,0.033492286,7.579955101,7.711244583,2.432740688,0.665039897,1.326948524,0.242793396,0.979332566,0.495260328,1.503449202,0.951444268,0.066201776,72.40250397,0.168489456,0.955990791,10.77400112,1.972316742
2020,Switzerland,West Europe,3,7.559899807,0.035014171,7.491271973,7.628527641,2.35026741,0.62895447,1.39077425,0.269055754,1.040533185,0.407945901,1.472403407,0.921336651,0.105911039,74.10244751,0.303728431,0.942846596,10.97993279,1.972316742
2020,Iceland,West Europe,4,7.504499912,0.059615862,7.387652874,7.621346951,2.460688114,0.661980748,1.326501608,0.362330228,1.000843406,0.144540772,1.547567487,0.948891878,0.246944219,73,0.711709738,0.974669576,10.77255917,1.972316742
2020,Norway,West Europe,5,7.487999916,0.034837384,7.419718742,7.55628109,2.168266296,0.670200884,1.42420733,0.287985086,1.008071899,0.434100568,1.495172501,0.955750287,0.13453263,73.20078278,0.263218194,0.952486575,11.08780384,1.972316742
2020,Netherlands,West Europe,6,7.448900223,0.02779175,7.394428253,7.503372192,2.352117062,0.61362648,1.338946342,0.336317569,0.975675344,0.368569762,1.463645935,0.908547819,0.20761244,72.30091858,0.364717126,0.93913883,10.81271172,1.972316742
